student_id,gender,study_hours_per_day,attendance_percentage,assignment_score,midterm_score,final_exam_score,participation_score,internet_access,extra_classes,parent_education,sleep_hours,overall_score,grade
107938,Male,2.53,47.15,96.64,70.54,73.54,99.29,Yes,Yes,Master,5.81,77.34600000000002,B
107939,Female,3.57,64.48,65.09,51.6,99.72,57.86,No,No,High School,5.21,73.054,B
107940,Male,3.54,59.43,72.35,78.08,47.79,13.72,Yes,No,Bachelor,8.0,58.031499999999994,C
107941,Female,7.06,75.14,72.66,54.34,39.52,79.54,No,Yes,PhD,6.29,57.417,C
107942,Female,1.17,58.09,84.7,98.44,59.03,46.91,Yes,No,Bachelor,7.06,72.7105,B
107943,Female,7.8,78.24,87.61,97.4,40.22,64.66,No,No,Master,4.06,70.239,B
107944,Male,3.39,62.04,31.91,84.99,31.72,95.61,No,Yes,High School,6.15,54.4965,D
107945,Male,3.79,91.65,81.34,96.58,69.48,56.55,No,Yes,PhD,4.08,79.551,B
107946,Male,5.75,78.03,84.87,40.36,91.57,82.39,Yes,No,High School,7.94,75.15549999999999,B
107947,Male,2.94,52.92,79.03,81.32,90.26,37.25,Yes,Yes,Master,5.25,76.744,B
107948,Male,8.96,60.17,79.96,49.12,37.06,74.31,No,No,Bachelor,4.84,54.690999999999995,D
107949,Female,1.77,90.85,32.9,79.4,40.32,18.94,Yes,No,Master,8.63,51.521,D
107950,Male,5.0,63.19,60.94,53.04,64.38,90.4,Yes,Yes,Master,4.09,63.339999999999996,C
107951,Male,8.64,72.15,87.27,46.71,55.74,27.98,No,Yes,Master,4.99,58.65350000000001,C
107952,Male,6.54,78.94,95.38,96.91,79.22,37.17,Yes,No,High School,5.2,82.6415,B
107953,Male,3.63,60.87,46.06,40.74,64.65,96.24,Yes,Yes,Bachelor,8.11,57.7355,C
107954,Female,4.79,57.64,70.54,81.89,31.41,23.97,No,No,High School,7.55,53.735,D
107955,Male,7.36,68.52,86.3,75.6,49.92,32.9,No,Yes,High School,8.84,63.77399999999999,C
107956,Female,9.76,52.89,82.67,47.76,93.1,62.22,No,Yes,PhD,7.47,72.57,B
107957,Female,9.04,57.05,73.32,59.38,65.81,98.26,Yes,No,High School,5.18,68.07350000000001,C
107958,Female,4.08,43.72,31.31,35.72,85.86,72.23,Yes,No,Master,4.83,56.837999999999994,C
107959,Male,9.98,58.24,80.67,94.09,58.16,20.28,No,Yes,High School,7.78,67.8645,C
107960,Female,1.03,59.24,84.13,97.61,77.39,77.33,Yes,Yes,Bachelor,8.5,81.97200000000001,B
107961,Male,1.25,97.71,80.6,79.93,41.83,48.36,Yes,Yes,Master,8.56,65.35,C
107962,Male,8.41,75.38,83.61,88.71,81.56,99.31,Yes,No,Bachelor,7.86,84.9145,B
107963,Male,2.8,87.24,60.16,31.2,85.06,66.58,No,Yes,Master,7.97,64.985,C
107964,Male,1.55,42.72,99.56,53.8,36.31,57.88,Yes,No,High School,7.31,56.130500000000005,C
107965,Male,3.13,46.39,83.96,49.81,42.83,60.15,No,No,PhD,7.68,54.889,D
107966,Female,4.83,88.87,70.51,67.37,62.4,67.74,Yes,Yes,PhD,4.58,68.44550000000001,C
107967,Female,7.58,77.41,95.39,38.75,74.62,75.86,Yes,Yes,High School,5.65,70.20949999999999,B
107968,Male,6.62,51.46,93.57,67.25,74.62,17.05,Yes,No,Master,6.29,68.4945,C
107969,Female,3.14,64.29,87.02,74.08,76.77,21.76,Yes,No,Bachelor,7.32,71.3985,B
107970,Male,5.53,72.32,69.46,34.93,80.01,37.04,No,Yes,Master,6.09,61.564,C
107971,Female,9.34,90.62,66.9,34.88,65.4,53.02,No,No,Bachelor,5.87,59.354,C
107972,Female,8.34,43.62,53.01,27.66,70.24,38.0,No,Yes,High School,6.82,50.263,D
107973,Female,3.91,75.8,47.56,82.07,30.59,29.25,No,Yes,High School,5.97,51.24099999999999,D
107974,Female,9.84,83.02,65.87,49.83,41.66,93.25,Yes,Yes,High School,4.36,57.8395,C
107975,Female,7.38,98.67,70.44,41.91,64.9,12.93,Yes,No,PhD,8.85,58.4405,C
107976,Male,1.56,88.43,47.12,83.36,82.19,94.48,Yes,No,Master,8.63,77.3215,B
107977,Male,1.32,56.57,94.58,35.74,86.62,91.65,No,No,High School,4.2,72.99,B
107978,Female,2.52,82.57,69.01,57.04,81.03,71.54,Yes,No,PhD,6.65,71.8335,B
107979,Male,7.55,85.8,66.86,80.86,64.05,12.93,No,Yes,PhD,7.56,65.8775,C
107980,Female,2.65,83.78,60.49,68.04,49.69,30.28,No,No,High School,7.05,57.905499999999996,C
107981,Male,5.6,89.21,34.06,66.55,61.13,98.12,No,No,High School,5.77,63.577999999999996,C
107982,Female,1.84,94.22,91.77,36.81,30.65,91.54,Yes,Yes,Bachelor,8.02,56.86,C
107983,Female,9.29,45.91,52.19,38.57,71.86,96.81,Yes,No,High School,7.07,59.503499999999995,C
107984,Female,4.1,46.29,74.97,68.69,35.22,99.65,Yes,No,Bachelor,5.19,59.0875,C
107985,Male,9.17,87.78,72.52,26.77,40.18,15.75,No,Yes,PhD,7.06,45.612500000000004,D
107986,Male,9.5,55.14,70.91,90.18,73.82,61.38,Yes,No,PhD,5.37,74.216,B
107987,Female,1.06,43.51,66.8,51.29,30.93,85.07,No,No,High School,6.98,49.86599999999999,D
107988,Female,5.18,64.07,42.7,56.25,70.15,38.77,No,No,PhD,7.82,57.43900000000001,C
107989,Male,1.22,89.19,49.64,44.38,74.69,49.2,No,No,High School,5.51,61.0035,C
107990,Male,9.18,47.59,66.69,90.75,85.18,35.54,Yes,No,Bachelor,5.41,74.1515,B
107991,Male,5.67,80.31,85.25,73.19,34.76,13.43,Yes,No,PhD,7.63,56.887499999999996,C
107992,Male,1.67,40.22,60.24,58.74,30.21,16.54,Yes,Yes,Bachelor,6.54,42.982499999999995,D
107993,Male,1.99,46.58,44.27,68.9,83.68,11.93,Yes,No,PhD,4.69,61.218,C
107994,Female,4.45,61.05,36.16,53.53,50.3,57.45,No,Yes,High School,6.73,50.069500000000005,D
107995,Male,9.46,45.02,76.41,59.92,92.1,65.66,No,Yes,Master,7.32,73.565,B
107996,Female,7.24,90.75,59.63,51.82,42.95,37.69,Yes,Yes,PhD,6.46,52.7575,D
107997,Female,8.81,91.84,38.78,55.8,70.99,84.35,Yes,No,Bachelor,7.12,64.1715,C
107998,Male,4.3,85.33,77.21,48.62,37.66,89.92,Yes,Yes,Master,5.82,58.303,C
107999,Male,1.39,54.55,44.53,30.82,58.19,22.58,No,Yes,Bachelor,8.39,44.6905,D
108000,Female,9.77,71.39,65.63,27.8,91.74,14.67,Yes,No,Bachelor,5.2,60.791,C
108001,Male,1.15,51.05,51.43,38.06,72.58,38.74,No,No,High School,5.41,54.18300000000001,D
108002,Female,9.53,56.88,95.22,43.87,78.27,74.17,No,Yes,PhD,7.87,70.511,B
108003,Male,4.32,70.96,45.98,91.79,45.82,55.67,Yes,Yes,Master,4.29,60.843500000000006,C
108004,Male,1.09,84.1,59.39,70.84,94.59,53.93,Yes,No,Master,8.94,76.4975,B
108005,Male,7.2,45.68,97.16,96.87,73.64,23.72,Yes,No,High School,7.15,76.3635,B
108006,Female,9.82,57.8,52.31,50.47,37.41,41.63,Yes,Yes,High School,8.04,46.116,D
108007,Male,9.69,95.6,75.12,55.13,31.09,96.3,Yes,No,PhD,6.92,58.87800000000001,C
108008,Female,2.45,65.75,52.17,78.98,31.11,40.65,Yes,No,High School,7.93,51.7075,D
108009,Male,2.63,96.33,37.75,68.34,33.58,63.23,Yes,Yes,Bachelor,6.17,52.344,D
108010,Female,6.09,99.48,73.93,64.59,93.81,15.25,Yes,No,Master,6.88,75.24000000000001,B
108011,Male,6.74,71.6,94.12,68.17,55.09,15.75,No,Yes,High School,7.31,63.88300000000001,C
108012,Female,7.65,57.28,61.68,68.81,50.88,48.18,Yes,No,Bachelor,8.51,57.8925,C
108013,Female,2.63,87.45,73.83,82.43,59.16,64.37,Yes,No,Bachelor,4.17,71.2615,B
108014,Female,9.63,49.56,72.62,75.11,58.67,43.51,Yes,Yes,High School,4.54,63.143,C
108015,Female,6.75,55.12,59.06,96.8,46.69,26.11,No,No,Master,7.45,60.476499999999994,C
108016,Female,8.62,87.09,73.04,96.1,36.43,76.24,No,Yes,High School,5.72,67.7165,C
108017,Female,5.86,66.02,48.15,56.64,37.6,22.6,Yes,No,High School,7.39,45.812,D
108018,Male,4.73,52.09,56.46,27.68,71.94,70.12,Yes,Yes,Bachelor,5.14,55.61200000000001,C
108019,Female,9.79,79.07,60.96,25.83,57.78,96.11,Yes,Yes,PhD,7.14,56.3905,C
108020,Female,6.24,83.97,90.48,34.24,93.17,52.35,No,No,Master,6.39,72.89750000000001,B
108021,Female,8.8,47.5,54.38,30.62,62.46,28.04,Yes,Yes,Master,4.61,47.946000000000005,D
108022,Male,9.58,56.62,74.46,53.0,65.24,85.78,Yes,No,High School,8.65,65.21600000000001,C
108023,Male,7.08,53.28,44.94,28.97,94.98,55.49,No,No,PhD,7.96,60.350500000000004,C
108024,Male,5.94,62.79,47.68,71.87,65.11,93.09,No,Yes,Master,7.91,65.88,C
108025,Female,1.03,85.81,75.39,39.26,65.14,74.85,Yes,Yes,Bachelor,7.48,63.758,C
108026,Male,1.36,82.82,83.36,63.55,55.42,48.75,No,Yes,Bachelor,4.11,65.1135,C
108027,Male,2.81,79.75,62.35,32.73,79.73,65.56,No,Yes,PhD,6.52,63.089000000000006,C
108028,Female,2.67,40.38,53.46,87.08,57.46,25.3,Yes,Yes,PhD,7.75,59.141000000000005,C
108029,Female,3.29,48.53,93.72,83.5,71.18,44.85,No,No,Bachelor,5.08,73.86999999999999,B
108030,Male,3.74,53.4,39.51,53.99,61.32,63.45,Yes,No,High School,7.08,54.546499999999995,D
108031,Female,4.24,56.32,80.45,93.29,67.01,63.1,Yes,Yes,Bachelor,8.65,74.808,B
108032,Female,4.78,48.79,78.31,38.93,87.89,62.85,Yes,Yes,High School,7.76,67.32000000000001,C
108033,Female,1.89,64.62,78.32,86.05,58.96,76.92,Yes,No,Master,6.74,71.96650000000001,B
108034,Female,1.38,44.51,95.48,65.94,46.11,19.51,No,No,Master,5.55,58.121500000000005,C
108035,Male,7.07,85.0,80.97,49.72,69.92,16.63,No,No,Bachelor,7.18,63.25899999999999,C
108036,Female,5.84,87.26,51.11,31.33,95.63,23.32,Yes,Yes,High School,7.57,62.58299999999999,C
108037,Male,5.0,74.46,54.74,37.85,78.52,81.32,No,Yes,Master,7.19,63.470499999999994,C
108038,Male,6.71,45.38,57.38,89.71,51.59,15.84,No,Yes,Bachelor,7.78,58.08200000000001,C
108039,Male,8.45,93.4,32.16,70.52,97.41,30.27,No,No,Bachelor,5.4,70.5225,B
108040,Male,4.85,97.94,93.95,42.78,53.99,32.93,Yes,No,High School,6.54,61.468500000000006,C
108041,Female,6.77,52.14,35.15,62.19,98.83,68.25,No,Yes,Master,6.74,69.20700000000001,C
108042,Female,9.58,82.28,78.99,33.09,43.44,46.15,No,Yes,Bachelor,4.45,52.11750000000001,D
108043,Female,8.56,90.52,81.11,32.41,99.98,27.91,No,Yes,Master,4.88,71.16050000000001,B
108044,Male,4.83,72.39,89.06,93.08,35.31,50.46,Yes,No,Bachelor,5.53,65.7255,C
108045,Male,6.8,59.4,68.74,59.34,79.93,71.69,No,No,PhD,4.24,69.66749999999999,C
108046,Male,2.59,68.71,80.77,52.12,81.83,80.74,No,Yes,PhD,5.17,72.7695,B
108047,Female,6.04,70.74,51.19,96.18,77.57,21.15,Yes,Yes,Bachelor,6.61,70.6215,B
108048,Male,9.83,64.04,82.19,54.93,84.43,74.32,No,No,Master,6.71,73.55699999999999,B
108049,Female,5.66,95.79,54.04,50.22,63.03,10.41,No,No,High School,5.25,56.043499999999995,C
108050,Female,9.35,84.63,93.2,45.47,33.79,75.19,Yes,Yes,High School,8.73,57.816,C
108051,Female,4.67,54.48,41.44,67.38,55.04,69.49,No,No,High School,6.34,56.794,C
108052,Female,9.99,75.13,52.1,66.88,74.96,52.18,Yes,No,High School,7.19,66.107,C
108053,Male,6.21,81.32,64.91,26.21,75.24,22.32,Yes,Yes,High School,4.15,56.232499999999995,C
108054,Female,1.38,48.41,84.31,74.05,43.66,78.81,No,No,High School,6.0,63.3775,C
108055,Male,6.28,61.51,82.42,84.12,47.71,16.46,No,Yes,Bachelor,6.71,62.0095,C
108056,Female,3.47,94.33,44.75,71.2,64.07,90.6,Yes,No,PhD,5.56,67.66749999999999,C
108057,Male,1.29,74.03,40.1,90.24,81.0,79.61,Yes,No,High School,4.86,74.294,B
108058,Male,8.39,53.02,51.28,45.73,89.7,76.69,No,Yes,Master,5.01,66.0545,C
108059,Female,3.48,47.37,63.86,39.4,36.05,77.9,No,Yes,Master,6.33,47.7665,D
108060,Female,8.17,71.09,67.73,77.3,94.79,16.08,No,Yes,Master,4.36,74.7645,B
108061,Female,3.59,72.86,60.04,39.14,94.94,99.1,Yes,Yes,Bachelor,5.17,72.218,B
108062,Male,2.75,60.06,76.42,31.83,30.56,87.27,No,Yes,Master,7.6,48.670500000000004,D
108063,Female,9.77,77.82,59.93,32.25,65.45,55.71,Yes,Yes,PhD,5.07,56.309,C
108064,Female,4.25,44.12,96.24,82.63,71.1,74.75,Yes,Yes,PhD,4.58,76.67750000000001,B
108065,Male,6.41,48.71,48.27,27.16,68.76,76.53,No,Yes,Bachelor,4.42,53.034000000000006,D
108066,Female,6.49,72.78,73.92,46.71,73.1,84.68,Yes,Yes,High School,8.94,67.7925,C
108067,Male,6.04,43.71,72.8,34.69,65.23,32.98,Yes,No,High School,4.43,53.732000000000006,D
108068,Female,9.23,92.85,49.71,81.62,50.57,43.48,No,Yes,Bachelor,6.17,61.679500000000004,C
108069,Male,7.07,48.53,58.82,62.76,36.7,81.97,Yes,No,PhD,6.56,53.349000000000004,D
108070,Male,4.63,80.44,55.58,40.41,44.59,79.21,Yes,Yes,PhD,8.82,52.790000000000006,D
108071,Female,8.76,63.47,42.07,81.28,81.82,57.04,Yes,No,Master,8.46,69.422,C
108072,Male,2.63,63.99,63.41,81.28,46.87,45.66,No,Yes,Master,5.19,60.371500000000005,C
108073,Female,5.9,85.89,57.07,64.23,88.08,97.16,Yes,Yes,Master,4.42,76.6045,B
108074,Female,9.55,69.97,42.48,45.69,58.24,47.35,No,Yes,Master,6.19,52.0345,D
108075,Male,6.63,83.54,61.49,68.97,59.01,78.76,Yes,Yes,High School,4.5,66.424,C
108076,Female,8.35,70.31,59.53,95.01,90.79,47.14,Yes,No,Bachelor,8.36,79.18,B
108077,Male,6.88,75.57,39.2,28.87,45.0,37.89,No,No,Master,7.52,42.1535,D
108078,Male,8.55,85.64,39.18,45.02,43.27,67.69,Yes,No,High School,8.72,49.5685,D
108079,Male,9.5,76.44,75.33,46.37,98.98,82.69,No,No,High School,6.85,77.21450000000002,B
108080,Male,3.46,76.94,79.46,72.39,67.84,98.32,No,Yes,Master,5.82,75.2595,B
108081,Male,2.53,87.35,95.88,73.84,43.34,23.4,Yes,No,High School,6.5,63.879999999999995,C
108082,Male,5.36,96.95,36.09,40.47,41.61,88.85,No,No,Master,4.8,50.479,D
108083,Male,7.32,62.6,38.25,41.21,90.32,57.17,No,Yes,Bachelor,6.32,61.54149999999999,C
108084,Male,3.04,74.63,33.63,94.62,71.99,19.7,Yes,No,PhD,8.99,65.0105,C
108085,Female,1.04,45.18,67.26,81.72,38.05,81.49,No,Yes,Bachelor,7.45,59.8665,C
108086,Female,4.09,61.53,73.59,95.07,92.08,39.84,Yes,Yes,Master,4.31,80.8505,B
108087,Male,9.72,64.72,58.25,87.22,61.07,88.14,Yes,Yes,PhD,7.63,70.1155,B
108088,Female,7.25,90.11,85.85,55.16,99.26,24.2,Yes,Yes,Master,4.5,77.13199999999999,B
108089,Female,4.61,70.8,78.07,34.14,49.72,74.0,Yes,No,PhD,5.95,56.031,C
108090,Female,2.73,83.86,99.01,72.22,67.02,37.07,No,No,Master,7.93,73.40699999999998,B
108091,Female,4.2,41.14,39.65,51.4,42.12,33.16,Yes,No,High School,4.64,42.952,D
108092,Female,2.53,67.87,34.08,56.91,60.78,14.52,No,Yes,Master,5.46,50.555499999999995,D
108093,Female,1.96,94.08,49.24,56.94,42.36,53.37,Yes,No,High School,4.98,53.653999999999996,D
108094,Male,9.16,53.46,31.33,95.24,51.51,45.24,Yes,Yes,PhD,8.35,57.974500000000006,C
108095,Female,9.98,41.89,95.28,30.16,48.89,15.55,Yes,No,Master,4.74,49.451499999999996,D
108096,Female,2.48,66.0,51.28,39.48,49.82,30.4,Yes,No,Bachelor,6.68,47.202999999999996,D
108097,Female,1.49,82.27,68.67,70.6,97.89,53.85,Yes,Yes,Bachelor,5.38,79.25750000000001,B
108098,Female,3.97,67.27,52.26,91.28,32.69,82.74,No,No,PhD,6.54,59.7145,C
108099,Male,5.15,67.6,47.21,93.85,64.78,93.65,Yes,No,Master,4.84,71.7025,B
108100,Male,2.84,80.19,40.67,66.9,74.05,56.38,No,No,High School,7.79,64.4335,C
108101,Male,3.71,55.26,52.43,27.59,76.25,46.3,Yes,No,Bachelor,7.22,54.227000000000004,D
108102,Male,2.81,85.11,73.08,52.22,82.82,95.93,No,Yes,High School,4.22,74.76199999999999,B
108103,Female,7.97,49.19,98.01,93.91,83.27,96.66,No,No,PhD,8.74,86.809,A
108104,Male,7.41,63.75,69.07,62.5,96.89,27.14,Yes,Yes,PhD,8.46,72.4395,B
108105,Male,6.71,79.36,67.29,79.5,82.9,57.83,No,Yes,PhD,5.49,76.06700000000001,B
108106,Male,4.48,89.7,32.47,45.19,87.66,83.88,No,Yes,PhD,5.46,65.8305,C
108107,Male,9.18,87.49,88.81,26.88,67.26,84.0,No,No,Master,6.5,65.172,C
108108,Female,9.73,83.3,33.14,68.38,76.04,71.65,Yes,Yes,High School,7.1,65.83200000000001,C
108109,Male,2.56,61.55,93.44,87.62,63.47,52.43,No,No,PhD,5.46,74.2055,B
108110,Female,3.01,47.34,67.71,99.27,49.35,46.33,Yes,No,Bachelor,7.98,64.999,C
108111,Male,5.73,53.01,41.79,88.5,51.94,82.58,Yes,No,Bachelor,4.39,62.221000000000004,C
108112,Female,1.82,91.89,61.62,66.55,55.24,30.32,Yes,No,High School,5.99,60.5165,C
108113,Female,4.93,91.44,99.65,70.65,53.85,48.56,Yes,Yes,PhD,6.78,70.44,B
108114,Male,6.24,97.09,51.36,86.81,67.32,61.02,No,Yes,High School,8.0,71.3475,B
108115,Male,5.7,44.56,48.86,26.49,47.33,84.86,Yes,Yes,Master,8.36,45.902,D
108116,Male,3.98,72.21,38.26,96.37,66.16,43.65,No,No,Bachelor,5.22,66.4865,C
108117,Male,5.88,78.92,71.8,64.84,94.14,59.38,Yes,Yes,Master,5.21,77.34899999999999,B
108118,Female,9.63,82.64,36.25,96.4,58.42,35.12,Yes,No,Master,5.84,63.573,C
108119,Female,2.85,78.63,83.62,82.34,45.59,85.32,Yes,No,Master,6.14,69.6605,C
108120,Male,6.89,86.2,94.35,36.42,54.28,80.7,No,No,Bachelor,8.24,63.663,C
108121,Male,1.39,61.57,95.23,37.39,91.38,83.81,No,Yes,High School,4.04,74.91449999999999,B
108122,Female,1.6,50.77,37.55,51.52,95.92,15.17,Yes,Yes,Bachelor,7.42,60.556,C
108123,Male,5.97,52.28,69.08,44.8,92.07,53.82,Yes,Yes,Bachelor,5.1,67.8505,C
108124,Female,1.94,40.72,36.8,57.95,50.11,22.23,No,No,PhD,8.41,45.681,D
108125,Male,1.2,61.02,70.04,70.29,57.15,70.64,No,No,High School,5.59,64.749,C
108126,Female,2.54,45.5,87.05,57.74,98.25,38.03,No,No,Master,6.69,74.58549999999998,B
108127,Female,6.08,59.29,67.65,29.23,52.67,79.71,Yes,Yes,PhD,5.65,53.17200000000001,D
108128,Female,7.33,77.69,91.04,98.17,39.65,15.87,No,No,Bachelor,6.13,65.98400000000001,C
108129,Female,2.82,93.67,86.12,56.88,49.75,56.19,No,No,Bachelor,6.61,63.8425,C
108130,Female,7.01,90.38,49.36,88.83,97.48,21.13,Yes,Yes,High School,7.74,77.34849999999999,B
108131,Male,2.64,55.16,74.11,30.55,59.11,60.21,No,No,Master,4.6,54.684999999999995,D
108132,Female,6.52,48.04,30.52,85.75,95.37,64.66,Yes,Yes,Bachelor,5.76,72.191,B
108133,Male,4.71,51.58,57.72,38.01,37.29,51.59,Yes,No,Master,7.2,44.415,D
108134,Female,6.88,98.26,46.66,75.96,83.62,35.17,No,Yes,Bachelor,6.94,70.932,B
108135,Female,9.96,72.97,95.6,74.64,36.53,12.91,No,Yes,PhD,7.9,59.153499999999994,C
108136,Male,9.44,50.95,58.38,93.24,43.82,69.59,No,Yes,High School,8.45,62.37700000000001,C
108137,Male,1.04,90.44,75.78,49.05,73.13,88.34,Yes,Yes,Bachelor,4.47,70.892,B
108138,Male,8.97,63.71,81.24,33.17,60.41,76.03,Yes,No,Bachelor,7.57,59.658,C
108139,Male,1.6,93.95,84.12,89.84,76.67,90.37,Yes,Yes,PhD,5.42,84.55050000000001,B
108140,Female,9.58,55.64,81.5,49.87,98.14,93.66,No,No,PhD,6.41,78.04649999999998,B
108141,Male,3.54,63.59,50.24,42.44,33.69,50.46,No,Yes,Master,7.14,43.8545,D
108142,Female,4.44,70.3,78.02,61.47,43.41,72.82,Yes,Yes,Master,4.75,60.477000000000004,C
108143,Male,1.82,93.56,68.43,35.96,74.82,45.76,No,No,Bachelor,5.73,62.795,C
108144,Male,2.01,92.13,71.82,47.27,92.76,92.76,Yes,No,PhD,8.88,77.1365,B
108145,Female,7.54,74.46,30.06,53.9,85.84,60.67,Yes,No,Master,4.68,63.044000000000004,C
108146,Female,9.5,53.31,48.08,45.79,62.59,77.72,Yes,Yes,High School,4.42,56.073,C
108147,Male,6.5,64.2,95.15,58.77,82.18,11.31,No,No,Bachelor,8.18,70.0365,B
108148,Female,7.44,98.54,50.31,53.85,44.57,61.8,Yes,No,Bachelor,6.15,55.158,C
108149,Female,7.86,76.47,60.66,83.09,30.96,76.78,No,Yes,PhD,7.37,59.06549999999999,C
108150,Female,3.37,86.87,43.07,93.88,69.9,33.13,No,Yes,Bachelor,5.53,68.549,C
108151,Female,1.41,66.99,39.7,32.57,86.93,11.29,Yes,Yes,Bachelor,4.99,54.336,D
108152,Female,1.02,71.92,44.61,86.75,60.34,76.93,No,No,Master,5.06,66.61349999999999,C
108153,Female,4.16,65.74,68.76,94.88,69.85,40.43,Yes,Yes,High School,4.98,72.5365,B
108154,Female,3.17,82.18,94.33,76.5,59.55,48.59,No,No,PhD,5.23,71.9105,B
108155,Female,1.56,91.09,52.83,99.73,65.98,60.58,No,No,Bachelor,5.11,73.75849999999998,B
108156,Male,2.62,70.44,52.64,50.13,91.9,19.92,Yes,Yes,Bachelor,8.07,64.2615,C
108157,Female,2.12,68.85,69.49,87.27,63.47,19.32,Yes,Yes,PhD,6.67,66.747,C
108158,Male,9.23,60.42,54.97,75.53,30.52,96.48,No,Yes,Master,5.48,56.2485,C
108159,Female,2.26,50.63,93.73,49.26,85.99,40.5,Yes,No,Master,5.73,70.2705,B
108160,Female,5.84,96.35,56.45,77.85,73.24,33.0,No,No,Master,8.79,69.3215,C
108161,Female,6.34,58.96,64.33,63.22,81.13,14.3,No,No,Bachelor,4.92,64.39249999999998,C
108162,Female,5.89,88.04,67.34,39.17,93.08,25.65,No,Yes,Master,8.43,67.2075,C
108163,Male,1.89,82.92,84.74,38.04,50.03,48.78,Yes,No,PhD,7.68,57.1385,C
108164,Male,3.87,87.46,69.47,78.5,65.21,40.79,No,No,Bachelor,7.07,69.16749999999999,C
108165,Female,1.46,96.21,46.74,78.39,72.17,48.21,Yes,Yes,PhD,7.12,68.64699999999999,C
108166,Male,4.56,77.4,38.68,64.81,54.18,73.35,Yes,Yes,Master,6.11,57.9765,C
108167,Female,2.7,93.88,95.64,62.61,89.22,67.76,Yes,No,Master,6.19,82.1715,B
108168,Female,6.05,50.06,86.11,38.5,78.83,54.38,No,Yes,High School,7.98,64.8815,C
108169,Male,7.24,77.6,31.61,57.2,81.34,83.33,Yes,Yes,Master,8.05,65.184,C
108170,Male,5.79,86.34,87.51,90.35,86.56,87.16,No,Yes,Bachelor,6.86,87.7355,A
108171,Female,4.91,56.3,71.34,89.1,48.07,63.17,No,No,PhD,7.84,65.3145,C
108172,Female,4.49,84.45,66.32,74.57,82.19,20.58,Yes,No,High School,8.05,71.17599999999999,B
108173,Male,8.58,86.71,30.86,99.8,84.17,46.56,No,No,High School,5.66,73.9085,B
108174,Female,2.97,89.87,84.66,91.99,88.97,67.1,Yes,Yes,Master,7.12,86.76599999999998,A
108175,Male,7.61,58.77,43.86,35.89,64.2,15.66,Yes,Yes,Master,6.18,47.657500000000006,D
108176,Female,7.82,80.9,80.96,54.94,65.29,11.79,Yes,Yes,PhD,4.49,62.04750000000001,C
108177,Female,4.77,58.26,31.11,34.9,36.87,95.35,No,Yes,High School,7.24,43.2125,D
108178,Male,3.68,84.34,85.74,59.96,89.65,75.71,Yes,No,High School,6.94,79.5205,B
108179,Male,5.23,67.78,31.61,83.23,67.34,23.78,Yes,Yes,PhD,4.51,59.854499999999994,C
108180,Male,1.84,75.85,46.51,36.68,71.61,50.06,Yes,Yes,Master,4.35,56.1265,C
108181,Female,1.41,64.95,48.78,91.03,38.5,27.42,Yes,No,High School,5.25,55.2255,C
108182,Female,2.0,49.72,41.03,67.68,72.13,10.93,No,Yes,PhD,8.17,56.4365,C
108183,Female,2.68,50.68,63.67,81.17,32.94,45.25,No,Yes,Bachelor,4.32,54.14849999999999,D
108184,Female,5.54,44.65,49.86,28.39,94.62,68.35,No,No,High School,6.3,61.48649999999999,C
108185,Male,8.64,77.08,99.53,32.04,90.45,95.87,No,No,Master,4.9,76.8685,B
108186,Female,3.12,90.92,70.6,71.56,43.6,79.29,No,Yes,PhD,5.27,64.291,C
108187,Female,9.42,41.25,69.65,87.86,71.57,30.71,No,Yes,Bachelor,7.85,68.1405,C
108188,Female,9.59,43.97,45.46,90.54,72.19,40.26,Yes,Yes,Bachelor,8.25,65.4165,C
108189,Male,9.63,67.45,58.61,76.63,86.24,56.85,No,Yes,Master,6.9,73.4935,B
108190,Female,8.54,84.26,38.68,40.07,82.98,27.21,Yes,Yes,PhD,8.32,57.9435,C
108191,Female,4.27,49.46,83.38,39.63,99.53,84.97,No,No,High School,8.28,74.862,B
108192,Male,1.65,56.3,53.18,91.1,54.56,25.12,Yes,No,Master,5.11,60.64900000000001,C
108193,Female,6.12,53.92,82.64,33.49,38.72,36.1,No,Yes,Bachelor,7.23,47.4545,D
108194,Female,6.03,63.94,56.02,76.46,70.14,61.98,No,No,High School,7.89,67.46,C
108195,Male,8.65,53.5,99.21,65.01,83.48,21.09,Yes,Yes,Bachelor,6.81,72.77149999999999,B
108196,Female,9.96,61.16,41.98,56.61,50.01,66.22,Yes,No,PhD,8.03,52.78999999999999,D
108197,Female,5.57,83.71,30.11,58.03,46.53,94.98,No,No,High School,7.14,54.684000000000005,D
108198,Female,4.11,76.66,71.64,95.89,86.17,72.24,Yes,No,Master,5.42,83.35,B
108199,Male,2.67,44.87,96.71,89.61,82.76,83.15,Yes,Yes,Bachelor,7.43,83.51249999999999,B
108200,Female,1.04,78.26,75.29,89.87,44.24,49.46,No,No,Master,6.94,65.7815,C
108201,Female,5.58,68.62,36.0,55.5,90.85,42.88,No,No,Bachelor,7.12,64.0225,C
108202,Male,6.0,96.07,67.83,33.02,39.43,39.57,Yes,No,High School,4.48,49.1855,D
108203,Male,8.42,57.36,93.66,99.84,37.65,69.44,Yes,Yes,Master,4.63,69.54950000000001,C
108204,Female,5.54,83.57,30.46,35.9,54.58,56.67,No,No,Master,8.07,48.194,D
